id	본문	is_rule
5553	⑦제1항 내지 제6항의 징역형과 벌금형은 병과할 수 있다	0
5554	조문체계도버튼연혁	0
5555	"제50조(양벌규정) ① 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제49조제1항, 제2항, 제3항(「형법」 제216조에서 정한 형으로 처벌하는 경우로 한정한다), 제4항부터 제6항까지의 어느 하나에 해당하는 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다"	0
5556	"다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다"	0
5557	<개정 2014	0
5558	10	0
5559	15	0
5560	>	0
5561	"② 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제49조제3항(「형법」 제214조, 제215조 또는 제217조에서 정한 형으로 처벌하는 경우로 한정한다)의 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인을 5천만원 이하의 벌금에 처한다"	0
5562	"다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다"	0
5563	<개정 2014	0
5564	10	0
5565	15	0
5566	>	0
5567	[전문개정 2011	0
5568	11	0
5569	14	0
5570	]	0
5571	조문체계도버튼연혁관련규제버튼	0
5572	제51조(과태료) ① 다음 각 호의 어느 하나에 해당하는 자(제3호의 경우에는 제28조제4항 단서에 따라 해당 규정을 준용하는 선불전자지급수단을 발행하는 자를 포함한다)에게는 5천만원 이하의 과태료를 부과한다	1
5573	<개정 2014	0
5574	10	0
5575	15	0
5576	", 2017"	0
5577	4	0
5578	18	0
5579	>	0
5580	1	0
5581	제21조제1항 또는 제2항을 위반하여 선량한 관리자로서의 주의를 다하지 아니하거나 금융위원회가 정하는 기준을 준수하지 아니한 자	0
5582	2	0
5583	제36조를 위반하여 전자화폐의 명칭을 사용한 자	0
5584	3	0
5585	"제39조제3항(제29조제2항에서 준용하는 경우를 포함한다) 또는 제40조제3항ㆍ제4항에 따른 검사, 자료제출, 출석요구 및 조사를 거부 또는 방해하거나 기피한 자"	0
5586	4	0
5587	제42조제1항을 위반하여 보고서를 제출하지 아니하거나 거짓의 보고서를 제출한 자	0
5588	② 다음 각 호의 어느 하나에 해당하는 자에게는 2천만원 이하의 과태료를 부과한다	1
5589	<개정 2014	0
5590	10	0
5591	15	0
5592	", 2017"	0
5593	4	0
5594	18	0
5595	>	0
5596	1	0
5597	제13조제2항을 위반하여 전자자금이체의 지급 효력이 발생하도록 하지 아니한 자	0
5598	2	0
5599	제21조의2제1항 또는 제2항을 위반하여 정보보호최고책임자를 지정하지 아니하거나 정보보호최고책임자를 임원으로 지정하지 아니한 자	0
5600	3	0
5601	제21조의2제3항을 위반하여 같은 조 제4항의 업무 외의 다른 정보기술부문 업무를 정보보호최고책임자로 하여금 겸직하게 하거나 겸직한 자	0
5602	4	0
5603	제21조의3제1항을 위반하여 전자금융기반시설의 취약점을 분석ㆍ평가하지 아니한 자	0
5604	5	0
5605	제21조의3제2항을 위반하여 보완조치의 이행계획을 수립ㆍ시행하지 아니한 자	0
5606	6	0
5607	제22조제2항을 위반하여 전자금융거래기록을 파기하지 아니한 자	0
5608	7	0
5609	제40조제6항을 위반하여 제3자에게 재위탁을 한 자	0
5610	"③ 다음 각 호의 어느 하나에 해당하는 자(제1호, 제6호부터 제8호까지 및 제10호의 경우에는 제28조제4항에 따라 해당 규정을 준용하는 선불전자지급수단을 발행하는 자를 포함한다)에게는 1천만원 이하의 과태료를 부과한다"	0
5611	<개정 2017	0
5612	4	0
5613	18	0
5614	>	0
5615	1	0
5616	제7조제2항을 위반하여 거래내용에 관한 서면을 교부하지 아니한 자	0
5617	2	0
5618	제8조제2항 및 제3항을 위반하여 오류의 원인과 처리 결과를 알리지 아니한 자	0
5619	3	0
5620	제18조제2항을 위반하여 선불전자지급수단 또는 전자화폐를 양도하거나 담보로 제공한 자	0
5621	4	0
5622	제21조제4항을 위반하여 정보기술부문에 대한 계획을 제출하지 아니한 자	0
5623	5	0
5624	제21조의3제1항을 위반하여 전자금융기반시설의 취약점 분석ㆍ평가의 결과를 보고하지 아니한 자	0
5625	6	0
5626	제21조의5제1항을 위반하여 침해사고를 알리지 아니한 자	0
5627	7	0
5628	제22조제1항(제29조제2항에서 준용하는 경우를 포함한다)을 위반하여 기록을 생성하거나 보존하지 아니한 자	0
5629	8	0
5630	"제24조제1항 또는 제3항을 위반하여 약관의 명시, 설명, 교부를 하지 아니하거나 게시 또는 통지하지 아니한 자"	0
5631	9	0
5632	제25조제1항을 위반하여 금융위원회에 보고하지 아니한 자	0
5633	10	0
5634	제27조제1항을 위반하여 분쟁처리 절차를 마련하지 아니한 자	0
5635	11	0
5636	삭제  <2017	0
5637	4	0
5638	18	0
5639	>	0
5640	12	0
5641	제42조제1항을 위반하여 제28조제1항 및 제2항의 업무별로 다른 업무와 구분하여 회계처리를 하지 아니한 자	0
5642	④ 제1항부터 제3항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에 따라 금융위원회가 부과ㆍ징수한다	0
5643	<개정 2017	0
5644	4	0
5645	18	0
5646	>	0
5647	[전문개정 2013	0
5648	5	0
5649	22	0
5650	]	0
5651	"펼침  부      칙 <법률 제7929호, 2006"	0
5652	4	0
5653	28	0
5654	>  부칙보기	0
5655	제1조 (시행일) 이 법은 2007년 1월 1일부터 시행한다	0
5656	제2조 (접근매체 등에 관한 경과조치) 이 법 시행당시 발행된 접근매체 및 전자지급수단은 이 법에 따라 발행된 것으로 본다	0
5657	제3조 (허가 및 등록에 관한 경과조치) ①이 법 시행당시 전자화폐를 발행하거나 관리하고 있는 자는 이 법 시행일부터 3월 이내에 제28조제1항의 규정에 따라 금융감독위원회의 허가를 받아야 한다	1
5658	"②이 법 시행당시 전자자금이체업무, 직불전자지급수단 또는 선불전자지급수단의 발행 및 관리, 전자지급결제대행에 관한 업무 등을 수행하고 있는 자는 이 법 시행일부터 6월 이내에 제28조제2항의 규정에 따라 금융감독위원회에 등록하여야 한다"	1
5659	③이 법 시행당시 전자채권관리기관의 업무를 행하고 있는 자는 이 법 시행일부터 3월 이내에 제29조의 규정에 따라 금융감독위원회에 등록하여야 한다	1
5660	제4조 (다른 법률의 개정) 「여신전문금융업법」일부를 다음과 같이 개정한다	0
5661	"제17조제1항제1호중 ""신용카드 또는 직불카드""를 ""신용카드""로 한다"	0
5662	"제17조제1항제2호중 ""신용카드등""을 ""신용카드""로 한다"	0
5663	"제19조제3항중 ""신용카드회원등""을 ""신용카드회원""으로 한다"	0
5664	"제19조제4항제3호 및 제5호중 ""신용카드등""을 각각 ""신용카드""로 한다"	0
5665	제22조를 삭제한다	0
5666	"제57조제1항제2호중 ""제21조ㆍ제22조""를 ""제21조""로 한다"	0
5667	"제70조제2항제4호ㆍ제5호중 ""신용카드등""을 각각 ""신용카드""로 한다"	0
5668	"제70조제3항제3호중 ""신용카드회원등""을 ""신용카드회원""으로 한다"	0
5669	"펼침  부      칙 <법률 제8387호, 2007"	0
5670	4	0
5671	27	0
5672	>  (통계법)  부칙보기	0
5673	제1조 (시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다	0
5674	제2조부터 제7조 생략	0
5675	제8조 (다른 법률의 개정) ①부터 ⑨생략	0
5676	⑩전자금융거래법 일부를 다음과 같이 개정한다	0
5677	"제2조제14호나목 중 ""「통계법」 제17조제1항""을 ""「통계법」 제22조제1항""으로 한다"	0
5678	⑪부터 ⑭생략	0
5679	제9조 생략	0
5680	"펼침  부      칙 <법률 제8863호, 2008"	0
5681	2	0
5682	29	0
5683	>  (금융위원회의 설치 등에 관한 법률)  부칙보기	0
5684	제1조(시행일) 이 법은 공포한 날부터 시행한다	0
5685	제2조부터 제4조까지 생략	0
5686	제5조(다른 법률의 개정) ①부터	0
5687	까지 생략	0
5688	전자금융거래법 일부를 다음과 같이 개정한다	0
5689	"제2조제3호가목 중 ""「금융감독기구의 설치 등에 관한 법률」""을 ""「금융위원회의 설치 등에 관한 법률」""로 하고, 같은 조 제5호 중 ""「금융감독기구의 설치 등에 관한 법률」제3조의 규정에 따른 금융감독위원회(이하 ""금융감독위원회""라 한다)""를 ""「금융위원회의 설치 등에 관한 법률」제3조에 따른 금융위원회(이하 ""금융위원회""라 한다)""로 한다"	0
5690	"제39조제1항 중 ""금융감독원(「금융감독기구의 설치 등에 관한 법률」제24조제1항""을 ""금융감독원(「금융위원회의 설치 등에 관한 법률」제24조제1항""으로, ""금융감독위원회의""를 ""금융위원회의""로 하고, 같은 조 제2항 중 ""금융감독원장(「금융감독기구의 설치 등에 관한 법률」 제29조제1항""을 ""금융감독원장(「금융위원회의 설치 등에 관한 법률」 제29조제1항""으로 한다"	0
5691	"제41조제3항 중 ""「금융감독기구의 설치 등에 관한 법률」 제62조""를 ""「금융위원회의 설치 등에 관한 법률」 제62조""로 한다"	0
5692	"제9조제4항, 제21조제2항ㆍ제3항, 제23조 각 호 외의 부분, 제24조제1항ㆍ제3항, 제25조제1항부터 제3항까지, 제28조제1항부터 제3항까지ㆍ제5항, 제29조제1항, 제31조제2항, 제32조제4호, 제33조제1항부터 제3항까지, 제34조제2항ㆍ제3항, 제38조제3항 각 호 외의 부분, 제39조제5항ㆍ제6항, 제40조제1항부터 제3항까지, 제42조제1항부터 제3항까지, 제43조제1항ㆍ제2항ㆍ제4항, 제44조, 제45조제1항 각 호 외의 부분, 같은 조 제2항, 제46조제1항ㆍ제3항ㆍ제4항, 제48조 및 제51조제2항부터 제4항까지 중 ""금융감독위원회""를 각각 ""금융위원회""로 한다"	0
5693	부터 <85>까지 생략	0
5694	"부칙  부      칙 <법률 제9325호, 2008"	0
5695	12	0
5696	31	0
5697	>	0
5698	이 법은 공포 후 3개월이 경과한 날부터 시행한다	0
5699	"펼침  부      칙 <법률 제10303호,  2010"	0
5700	5	0
5701	17	0
5702	>  (은행법)  부칙보기	0
5703	제1조(시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다	0
5704	<단서 생략>	0
5705	제2조부터 제8조까지 생략	0
5706	제9조(다른 법률의 개정) ①부터 <58>까지 생략	0
5707	<59> 전자금융거래법 일부를 다음과 같이 개정한다	0
5708	"제28조제1항 단서 및 같은 조 제2항 각 호 외의 부분 단서 중 ""「은행법」에 따른 금융기관""을 각각 ""「은행법」에 따른 은행""으로 한다"	0
5709	<60>부터 <86>까지 생략	0
5710	제10조 생략	0
5711	"부칙  부      칙 <법률 제11087호, 2011"	0
5712	11	0
5713	14	0
5714	>	0
5715	이 법은 공포 후 6개월이 경과한 날부터 시행한다	0
5716	"펼침  부      칙 <법률 제11407호,  2012"	0
5717	3	0
5718	21	0
5719	>  (금융위원회의 설치 등에 관한 법률)  부칙보기	0
5720	제1조(시행일) 이 법은 공포한 날부터 시행한다	0
5721	<단서 생략>	0
5722	제2조 생략	0
5723	제3조(다른 법률의 개정) ① 및 ② 생략	0
5724	③ 전자금융거래법 일부를 다음과 같이 개정한다	0
5725	제2조제3호가목을 다음과 같이 한다	0
5726	가	0
5727	"「금융위원회의 설치 등에 관한 법률」 제38조제1호부터 제5호까지, 제7호 및 제8호에 해당하는 기관"	0
5728	"펼침  부      칙 <법률 제11461호,  2012"	0
5729	6	0
5730	1	0
5731	>  (전자문서 및 전자거래 기본법)  부칙보기	0
5732	제1조(시행일) 이 법은 공포 후 3개월이 경과한 날부터 시행한다	0
5733	제2조부터 제9조까지 생략	0
5734	제10조(다른 법률의 개정) ①부터 ⑭까지 생략	0
5735	⑮ 전자금융거래법 일부를 다음과 같이 개정한다	0
5736	"제2조제9호 중 ""「전자거래기본법」 제2조제1호의 규정""을 ""「전자문서 및 전자거래 기본법」 제2조제1호""로 한다"	0
5737	"제2조제16호마목 중 ""「전자거래기본법」 제6조제1항의 규정""을 ""「전자문서 및 전자거래 기본법」 제6조제1항""으로 한다"	0
5738	"제5조제1항 중 ""「전자거래기본법」 제4조 내지 제7조, 제9조 및 제10조의 규정을""을 ""「전자문서 및 전자거래 기본법」 제4조부터 제7조까지, 제9조 및 제10조를""로 한다"	0
5739	부터	0
5740	까지 생략	0
5741	"펼침  부      칙 <법률 제11814호, 2013"	0
5742	5	0
5743	22	0
5744	>  부칙보기	0
5745	제1조(시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다	0
5746	제2조(정보기술부문에 대한 계획의 제출에 관한 적용례) 제21조제4항의 개정규정에 따른 정보기술부문에 대한 계획의 제출은 이 법 시행 후 개시되는 사업연도부터 적용한다	0
5747	제3조(벌칙 및 과태료에 관한 경과조치) 이 법 시행 전의 위반행위에 대하여 벌칙 및 과태료를 적용할 때에는 종전의 규정에 따른다	0
5748	"펼침  부      칙 <법률 제12837호, 2014"	0
5749	10	0
5750	15	0
5751	>  부칙보기	0
5752	제1조(시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다	0
5753	"다만, 제13조제2항과 제21조제2항 및 제3항의 개정규정은 공포 후 1년이 경과한 날부터 시행한다"	0
5754	제2조(정보보호최고책임자의 겸직금지에 관한 적용례) 제21조의2제3항의 개정규정은 이 법 시행 후 선임(재선임되는 경우를 포함한다)되는 정보보호최고책임자부터 적용한다	0
5755	제3조(정보보호와 관련된 업무의 재위탁 금지에 관한 적용례) 제40조제6항의 개정규정은 이 법 시행 후 재위탁하거나 재위탁 기간을 연장하는 것부터 적용한다	0
5756	제4조(과징금의 부과에 관한 적용례) 제46조제1항의 개정규정은 이 법 시행 후 위반행위를 한 금융회사 또는 전자금융업자부터 적용한다	0
5757	제5조(벌칙 및 과태료에 관한 경과조치) 이 법 시행 전의 행위에 대하여 벌칙 및 과태료를 적용할 때에는 종전의 규정에 따른다	0
5758	"펼침  부      칙 <법률 제13069호, 2015"	0
5759	1	0
5760	20	0
5761	>  부칙보기	0
5762	제1조(시행일) 이 법은 공포한 날부터 시행한다	0
5763	제2조(벌칙에 관한 경과조치) 이 법 시행 전의 행위에 대하여 벌칙을 적용할 때에는 종전의 규정에 따른다	0
5764	"부칙  부      칙 <법률 제13929호, 2016"	0
5765	1	0
5766	27	0
5767	>	0
5768	이 법은 공포한 날부터 시행한다	0
5769	"다만, 제6조의2의 개정규정은 공포 후 6개월이 경과한 날부터 시행한다"	1
5770	"부칙  부      칙 <법률 제14132호, 2016"	0
5771	3	0
5772	29	0
5773	>	0
5774	이 법은 공포 후 3개월이 경과한 날부터 시행한다	1
5775	"펼침  부      칙 <법률 제14828호, 2017"	0
5776	4	0
5777	18	0
5778	>  부칙보기	0
5779	제1조(시행일) 이 법은 공포 후 6개월이 경과한 날부터 시행한다	1
5780	제2조(퇴임한 임원 등에 대한 조치 내용의 통보에 관한 적용례) 제39조의2의 개정규정은 이 법 시행 전에 위반행위를 한 사람으로서 이 법 시행 이후 퇴임 또는 퇴직한 임직원에 대해서도 적용한다	1
5781	제3조(임원의 직무정지 요구에 관한 경과조치) 이 법 시행 전의 위반행위에 대해서는 제39조제6항제4호(직무정지에 한정한다)의 개정규정에도 불구하고 종전의 규정에 따른다	0
5782	"펼침  부      칙 <법률 제14839호,  2017"	0
5783	7	0
5784	26	0
5785	>  (정부조직법)  부칙보기	0
5786	제1조(시행일) ① 이 법은 공포한 날부터 시행한다	0
5787	"다만, 부칙 제5조에 따라 개정되는 법률 중 이 법 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행한다"	0
5788	제2조부터 제4조까지 생략	0
5789	제5조(다른 법률의 개정) ①부터 <350>까지 생략	0
5790	<351> 전자금융거래법 일부를 다음과 같이 개정한다	0
5791	"제6조의2제1항 중 ""미래창조과학부장관""을 ""과학기술정보통신부장관""으로 한다"	0
5792	<352>부터 <382>까지 생략	0
5793	제6조 생략	0
5794	은행 기관은  100 분의 97 이하로 유지 할 것	1
5795	그 밖의 금융사업자는  100 중에 8 이하로 유지 할 것	1
5796	그 밖의 금융사업자는  100 중에 25 이상으로 유지 할 것	1
5797	은행 기관은  100 분의 54 이하로 유지 할 것	1
5798	은행 기관은  100 중에 97 이상으로 유지 할 것	1
5799	그 밖의 금융사업자는  100 분의 50 이상으로 유지 할 것	1
5800	그 밖의 금융사업자는  100 중에 3 이하로 유지 할 것	1
5801	은행 기관은  100 중에 87 이하로 유지 할 것	1
5802	모든 기업은  100 중에 75 이하로 유지 할 것	1
5803	은행 기관은  100 중에 65 이상으로 유지 할 것	1
5804	그 밖의 금융사업자는  100 중에 11 이상으로 유지 할 것	1
5805	모든 기업은  100 중에 61 이하로 유지 할 것	1
5806	그 밖의 금융사업자는  100 분의 3 이상으로 유지 할 것	1
5807	은행 기관은  100 분의 39 이상으로 유지 할 것	1
5808	은행 기관은  100 중에 47 이상으로 유지 할 것	1
5809	그 밖의 금융사업자는  100 중에 3 이하로 유지 할 것	1
5810	은행 기관은  100 중에 19 이상으로 유지 할 것	1
5811	모든 기업은  100 분의 62 이상으로 유지 할 것	1
5812	모든 기업은  100 중에 63 이하로 유지 할 것	1
5813	그 밖의 금융사업자는  100 분의 36 이상으로 유지 할 것	1
5814	모든 기업은  100 분의 20 이상으로 유지 할 것	1
5815	그 밖의 금융사업자는  100 분의 64 이하로 유지 할 것	1
5816	그 밖의 금융사업자는  100 중에 49 이상으로 유지 할 것	1
5817	은행 기관은  100 중에 50 이상으로 유지 할 것	1
5818	은행 기관은  100 중에 94 이상으로 유지 할 것	1
5819	은행 기관은  100 중에 1 이하로 유지 할 것	1
5820	그 밖의 금융사업자는  100 중에 25 이상으로 유지 할 것	1
5821	그 밖의 금융사업자는  100 중에 18 이상으로 유지 할 것	1
5822	은행 기관은  100 중에 62 이하로 유지 할 것	1
5823	모든 기업은  100 중에 79 이하로 유지 할 것	1
5824	그 밖의 금융사업자는  100 중에 32 이하로 유지 할 것	1
5825	은행 기관은  100 중에 68 이하로 유지 할 것	1
5826	그 밖의 금융사업자는  100 중에 4 이상으로 유지 할 것	1
5827	모든 기업은  100 분의 75 이상으로 유지 할 것	1
5828	은행 기관은  100 분의 61 이하로 유지 할 것	1
5829	그 밖의 금융사업자는  100 중에 10 이하로 유지 할 것	1
5830	은행 기관은  100 중에 24 이상으로 유지 할 것	1
5831	은행 기관은  100 분의 82 이상으로 유지 할 것	1
5832	은행 기관은  100 중에 36 이하로 유지 할 것	1
5833	그 밖의 금융사업자는  100 중에 83 이상으로 유지 할 것	1
5834	그 밖의 금융사업자는  100 분의 99 이상으로 유지 할 것	1
5835	모든 기업은  100 중에 76 이하로 유지 할 것	1
5836	은행 기관은  100 분의 77 이하로 유지 할 것	1
5837	은행 기관은  100 중에 93 이하로 유지 할 것	1
5838	은행 기관은  100 중에 31 이하로 유지 할 것	1
5839	그 밖의 금융사업자는  100 중에 29 이상으로 유지 할 것	1
5840	모든 기업은  100 중에 19 이하로 유지 할 것	1
5841	모든 기업은  100 중에 37 이상으로 유지 할 것	1
5842	은행 기관은  100 분의 59 이하로 유지 할 것	1
5843	그 밖의 금융사업자는  100 중에 91 이상으로 유지 할 것	1
5844	은행 기관은  100 중에 22 이상으로 유지 할 것	1
5845	은행 기관은  100 분의 65 이상으로 유지 할 것	1
5846	그 밖의 금융사업자는  100 중에 36 이하로 유지 할 것	1
5847	은행 기관은  100 분의 80 이상으로 유지 할 것	1
5848	은행 기관은  100 중에 85 이상으로 유지 할 것	1
5849	모든 기업은  100 분의 95 이하로 유지 할 것	1
5850	모든 기업은  100 분의 29 이상으로 유지 할 것	1
5851	모든 기업은  100 중에 11 이상으로 유지 할 것	1
5852	그 밖의 금융사업자는  100 중에 54 이상으로 유지 할 것	1
5853	모든 기업은  100 중에 6 이하로 유지 할 것	1
5854	모든 기업은  100 중에 48 이상으로 유지 할 것	1
5855	모든 기업은  100 분의 28 이상으로 유지 할 것	1
5856	은행 기관은  100 중에 38 이상으로 유지 할 것	1
5857	은행 기관은  100 분의 35 이하로 유지 할 것	1
5858	모든 기업은  100 분의 67 이상으로 유지 할 것	1
5859	은행 기관은  100 중에 31 이하로 유지 할 것	1
5860	그 밖의 금융사업자는  100 중에 92 이하로 유지 할 것	1
5861	모든 기업은  100 중에 60 이하로 유지 할 것	1
5862	모든 기업은  100 중에 74 이상으로 유지 할 것	1
5863	은행 기관은  100 중에 87 이상으로 유지 할 것	1
5864	은행 기관은  100 중에 28 이상으로 유지 할 것	1
5865	모든 기업은  100 중에 66 이상으로 유지 할 것	1
5866	모든 기업은  100 분의 11 이상으로 유지 할 것	1
5867	모든 기업은  100 분의 78 이하로 유지 할 것	1
5868	은행 기관은  100 분의 68 이상으로 유지 할 것	1
5869	그 밖의 금융사업자는  100 분의 38 이상으로 유지 할 것	1
5870	은행 기관은  100 중에 23 이하로 유지 할 것	1
5871	그 밖의 금융사업자는  100 분의 5 이상으로 유지 할 것	1
5872	은행 기관은  100 분의 81 이하로 유지 할 것	1
5873	은행 기관은  100 분의 87 이상으로 유지 할 것	1
5874	그 밖의 금융사업자는  100 중에 92 이상으로 유지 할 것	1
5875	모든 기업은  100 중에 22 이상으로 유지 할 것	1
5876	모든 기업은  100 중에 48 이상으로 유지 할 것	1
5877	그 밖의 금융사업자는  100 분의 81 이하로 유지 할 것	1
5878	모든 기업은  100 중에 77 이하로 유지 할 것	1
5879	모든 기업은  100 중에 55 이하로 유지 할 것	1
5880	모든 기업은  100 중에 10 이상으로 유지 할 것	1
5881	모든 기업은  100 중에 90 이하로 유지 할 것	1
5882	그 밖의 금융사업자는  100 분의 41 이하로 유지 할 것	1
5883	은행 기관은  100 분의 99 이상으로 유지 할 것	1
5884	은행 기관은  100 중에 42 이상으로 유지 할 것	1
5885	모든 기업은  100 분의 2 이하로 유지 할 것	1
5886	그 밖의 금융사업자는  100 중에 49 이상으로 유지 할 것	1
5887	그 밖의 금융사업자는  100 중에 94 이하로 유지 할 것	1
5888	모든 기업은  100 분의 45 이상으로 유지 할 것	1
5889	은행 기관은  100 분의 30 이상으로 유지 할 것	1
5890	은행 기관은  100 중에 97 이상으로 유지 할 것	1
5891	모든 기업은  100 중에 93 이하로 유지 할 것	1
5892	모든 기업은  100 분의 72 이하로 유지 할 것	1
5893	은행 기관은  100 중에 39 이상으로 유지 할 것	1
5894	그 밖의 금융사업자는  100 중에 99 이상으로 유지 할 것	1
5895	은행 기관은  100 분의 23 이하로 유지 할 것	1
5896	은행 기관은  100 중에 84 이하로 유지 할 것	1
5897	그 밖의 금융사업자는  100 중에 32 이상으로 유지 할 것	1
5898	은행 기관은  100 분의 85 이하로 유지 할 것	1
5899	그 밖의 금융사업자는  100 중에 74 이하로 유지 할 것	1
5900	은행 기관은  100 중에 95 이상으로 유지 할 것	1
5901	은행 기관은  100 분의 99 이하로 유지 할 것	1
5902	그 밖의 금융사업자는  100 분의 66 이하로 유지 할 것	1
5903	모든 기업은  100 중에 86 이하로 유지 할 것	1
5904	은행 기관은  100 분의 23 이상으로 유지 할 것	1
5905	그 밖의 금융사업자는  100 중에 49 이하로 유지 할 것	1
5906	은행 기관은  100 중에 83 이상으로 유지 할 것	1
5907	그 밖의 금융사업자는  100 중에 22 이상으로 유지 할 것	1
5908	모든 기업은  100 중에 51 이하로 유지 할 것	1
5909	은행 기관은  100 중에 62 이상으로 유지 할 것	1
5910	은행 기관은  100 분의 49 이상으로 유지 할 것	1
5911	그 밖의 금융사업자는  100 분의 49 이하로 유지 할 것	1
5912	은행 기관은  100 분의 4 이상으로 유지 할 것	1
5913	모든 기업은  100 중에 57 이상으로 유지 할 것	1
5914	그 밖의 금융사업자는  100 분의 30 이상으로 유지 할 것	1
5915	은행 기관은  100 분의 32 이하로 유지 할 것	1
5916	은행 기관은  100 분의 79 이상으로 유지 할 것	1
5917	모든 기업은  100 분의 41 이하로 유지 할 것	1
5918	은행 기관은  100 중에 71 이하로 유지 할 것	1
5919	은행 기관은  100 중에 67 이상으로 유지 할 것	1
5920	은행 기관은  100 중에 38 이하로 유지 할 것	1
5921	은행 기관은  100 중에 12 이하로 유지 할 것	1
5922	모든 기업은  100 중에 63 이상으로 유지 할 것	1
5923	그 밖의 금융사업자는  100 분의 25 이상으로 유지 할 것	1
5924	모든 기업은  100 분의 23 이하로 유지 할 것	1
5925	은행 기관은  100 중에 20 이하로 유지 할 것	1
5926	그 밖의 금융사업자는  100 분의 82 이하로 유지 할 것	1
5927	은행 기관은  100 분의 12 이하로 유지 할 것	1
5928	그 밖의 금융사업자는  100 분의 70 이하로 유지 할 것	1
5929	은행 기관은  100 중에 39 이상으로 유지 할 것	1
5930	모든 기업은  100 분의 71 이하로 유지 할 것	1
5931	은행 기관은  100 분의 57 이상으로 유지 할 것	1
5932	은행 기관은  100 분의 59 이상으로 유지 할 것	1
5933	은행 기관은  100 중에 31 이상으로 유지 할 것	1
5934	모든 기업은  100 중에 86 이하로 유지 할 것	1
5935	은행 기관은  100 분의 10 이하로 유지 할 것	1
5936	은행 기관은  100 중에 44 이상으로 유지 할 것	1
5937	은행 기관은  100 중에 51 이하로 유지 할 것	1
5938	모든 기업은  100 중에 7 이하로 유지 할 것	1
5939	은행 기관은  100 중에 84 이하로 유지 할 것	1
5940	그 밖의 금융사업자는  100 분의 36 이하로 유지 할 것	1
5941	모든 기업은  100 중에 27 이상으로 유지 할 것	1
5942	그 밖의 금융사업자는  100 분의 45 이상으로 유지 할 것	1
5943	그 밖의 금융사업자는  100 분의 63 이상으로 유지 할 것	1
5944	은행 기관은  100 중에 79 이상으로 유지 할 것	1
5945	그 밖의 금융사업자는  100 중에 74 이상으로 유지 할 것	1
5946	은행 기관은  100 분의 29 이하로 유지 할 것	1
5947	모든 기업은  100 분의 9 이상으로 유지 할 것	1
5948	모든 기업은  100 중에 53 이하로 유지 할 것	1
5949	그 밖의 금융사업자는  100 분의 4 이상으로 유지 할 것	1
5950	그 밖의 금융사업자는  100 중에 33 이상으로 유지 할 것	1
5951	은행 기관은  100 분의 66 이하로 유지 할 것	1
5952	모든 기업은  100 중에 27 이상으로 유지 할 것	1
5953	은행 기관은  100 분의 97 이하로 유지 할 것	1
5954	은행 기관은  100 분의 72 이상으로 유지 할 것	1
5955	은행 기관은  100 중에 11 이상으로 유지 할 것	1
5956	은행 기관은  100 중에 81 이상으로 유지 할 것	1
5957	은행 기관은  100 중에 47 이상으로 유지 할 것	1
5958	은행 기관은  100 분의 34 이상으로 유지 할 것	1
5959	은행 기관은  100 중에 31 이하로 유지 할 것	1
5960	그 밖의 금융사업자는  100 중에 96 이하로 유지 할 것	1
5961	모든 기업은  100 중에 54 이상으로 유지 할 것	1
5962	은행 기관은  100 중에 13 이상으로 유지 할 것	1
5963	그 밖의 금융사업자는  100 중에 84 이하로 유지 할 것	1
5964	은행 기관은  100 분의 83 이하로 유지 할 것	1
5965	은행 기관은  100 중에 43 이하로 유지 할 것	1
5966	그 밖의 금융사업자는  100 중에 30 이상으로 유지 할 것	1
5967	은행 기관은  100 중에 49 이상으로 유지 할 것	1
5968	그 밖의 금융사업자는  100 중에 40 이하로 유지 할 것	1
5969	은행 기관은  100 분의 43 이상으로 유지 할 것	1
5970	모든 기업은  100 분의 86 이상으로 유지 할 것	1
5971	모든 기업은  100 중에 54 이상으로 유지 할 것	1
5972	모든 기업은  100 분의 25 이상으로 유지 할 것	1
5973	은행 기관은  100 분의 5 이하로 유지 할 것	1
5974	은행 기관은  100 분의 67 이하로 유지 할 것	1
5975	그 밖의 금융사업자는  100 중에 60 이상으로 유지 할 것	1
5976	은행 기관은  100 분의 39 이하로 유지 할 것	1
5977	그 밖의 금융사업자는  100 중에 46 이상으로 유지 할 것	1
